Mes,SemanaDelMes,DiaDeLaSemana,MarcaVehiculo,AreaAccidente,DiaReclamo,MesReclamo,SemanaReclamo,Genero,EstadoCivil,Edad,Culpa,TipoPoliza,CategoriaVehiculo,PrecioVehiculo,FraudeDetectado,NumeroPoliza,NumeroRepresentante,Deducible,CalificacionConductor,DiasPolizaAccidente,DiasPolizaReclamo,NumeroReclamosAnteriores,EdadVehiculo,EdadAsegurado,ReportePolicial,TestigoPresente,TipoAgente,NumeroSuplementos,CambioDireccionReclamo,NumeroVehiculos,Año,PolizaBase
Febrero,1.0,Jueves,Mazda,Rural,Friday,Feb,1.0,Masculino,Soltero,34.0,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,9802,10,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,All Perils
Septiembre,1.0,Lunes,Toyota,Urbano,Monday,Sep,1.0,Masculino,Casado,37.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9803,10,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995.0,Liability
Diciembre,3.0,Viernes,Pontiac,Urbano,Monday,Dec,3.0,Masculino,Casado,29.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9805,5,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Diciembre,3.0,Sábado,Pontiac,Urbano,Tuesday,Dec,3.0,Femenino,Soltero,28.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9807,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Febrero,3.0,Domingo,Pontiac,Urbano,Tuesday,Feb,4.0,Masculino,Casado,63.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9811,14,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995.0,Collision
Julio,3.0,Sábado,Honda,Urbano,Tuesday,Aug,3.0,Masculino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9813,6,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Diciembre,1.0,Lunes,Mazda,Urbano,Wednesday,Dec,3.0,Masculino,Casado,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9822,14,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Septiembre,2.0,Sábado,Mazda,Urbano,Wednesday,Sep,2.0,Masculino,Casado,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9824,4,400,4,more than 30,more than 30,none,6 years,31 to 35,Sí,No,External,none,no change,1 vehicle,1995.0,Collision
Septiembre,1.0,Viernes,Toyota,Urbano,Friday,Sep,2.0,Masculino,Casado,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9826,14,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Noviembre,2.0,Miércoles,Pontiac,Urbano,Tuesday,Nov,4.0,Masculino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9829,3,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,1 year,2 vehicles,1995.0,Liability
Octubre,2.0,Sábado,Toyota,Urbano,Tuesday,Apr,4.0,Masculino,Casado,32.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9830,9,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Mayo,1.0,Jueves,Pontiac,Urbano,Tuesday,May,2.0,Masculino,Casado,58.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9835,10,400,4,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1995.0,Collision
Mayo,1.0,Martes,VW,Urbano,Thursday,May,1.0,Masculino,Casado,27.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9836,7,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Septiembre,3.0,Martes,Toyota,Urbano,Tuesday,Sep,3.0,Masculino,Soltero,34.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9840,15,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Febrero,1.0,Sábado,Pontiac,Rural,Tuesday,Apr,4.0,Masculino,Casado,27.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,9850,13,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1995.0,Collision
Noviembre,1.0,Jueves,Pontiac,Urbano,Thursday,Nov,1.0,Masculino,Casado,52.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9853,8,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Collision
Abril,5.0,Viernes,Honda,Urbano,Thursday,May,1.0,Masculino,Soltero,27.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9858,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Abril,5.0,Viernes,Mazda,Urbano,Monday,May,1.0,Masculino,Soltero,29.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9859,11,700,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Septiembre,2.0,Martes,Toyota,Urbano,Thursday,Sep,3.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9865,14,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,Internal,more than 5,no change,1 vehicle,1995.0,Collision
Octubre,3.0,Domingo,Pontiac,Rural,Monday,Oct,3.0,Masculino,Casado,46.0,Third Party,Utility - All Perils,Utility,60000 to 69000,0,9866,9,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Diciembre,4.0,Jueves,Pontiac,Urbano,Tuesday,Dec,4.0,Masculino,Casado,33.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9869,9,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Septiembre,3.0,Lunes,Toyota,Urbano,Wednesday,Sep,3.0,Femenino,Casado,24.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9875,10,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1995.0,Liability
Septiembre,3.0,Jueves,Mazda,Urbano,Tuesday,Sep,3.0,Masculino,Soltero,54.0,Third Party,Sedan - Liability,Sport,20000 to 29000,0,9876,12,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Liability
Septiembre,2.0,Domingo,Pontiac,Urbano,Tuesday,Sep,3.0,Masculino,Casado,54.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9878,11,400,1,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Mayo,2.0,Domingo,Honda,Urbano,Tuesday,May,2.0,Masculino,Casado,29.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9882,2,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1995.0,Collision
Mayo,1.0,Martes,VW,Urbano,Wednesday,May,2.0,Masculino,Casado,60.0,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,9884,16,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995.0,Liability
Diciembre,4.0,Sábado,Pontiac,Urbano,Sunday,Jan,1.0,Masculino,Soltero,27.0,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,9887,7,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Diciembre,4.0,Jueves,Chevrolet,Urbano,Friday,Dec,4.0,Masculino,Casado,39.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9888,14,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Septiembre,1.0,Viernes,Pontiac,Rural,Tuesday,Sep,2.0,Masculino,Casado,54.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9896,11,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Julio,4.0,Miércoles,VW,Urbano,Wednesday,Aug,1.0,Masculino,Casado,38.0,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9900,8,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Marzo,5.0,Miércoles,Toyota,Urbano,Friday,Apr,1.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9904,1,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Septiembre,1.0,Viernes,Mazda,Urbano,Monday,Sep,2.0,Masculino,Casado,43.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9913,9,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,1995.0,Liability
Marzo,3.0,Miércoles,Mazda,Urbano,Monday,Mar,4.0,Masculino,Casado,39.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9917,1,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Octubre,3.0,Martes,Honda,Urbano,Tuesday,Oct,3.0,Masculino,Casado,35.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9919,11,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Liability
Julio,2.0,Lunes,Pontiac,Urbano,Wednesday,Sep,3.0,Masculino,Casado,37.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9924,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Febrero,4.0,Martes,Toyota,Urbano,Friday,Apr,1.0,Masculino,Casado,47.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9928,14,400,1,15 to 30,more than 30,more than 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Febrero,2.0,Martes,Toyota,Urbano,Thursday,Feb,2.0,Femenino,Soltero,32.0,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,9929,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Abril,2.0,Martes,Honda,Urbano,Thursday,Apr,3.0,Masculino,Casado,33.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9933,13,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Agosto,4.0,Martes,Chevrolet,Urbano,Wednesday,Aug,4.0,Masculino,Casado,77.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9934,15,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,4 to 8 years,2 vehicles,1995.0,All Perils
Agosto,4.0,Lunes,Toyota,Urbano,Tuesday,Aug,4.0,Masculino,Soltero,38.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9935,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Noviembre,2.0,Miércoles,Pontiac,Urbano,Wednesday,Nov,2.0,Masculino,Soltero,36.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9937,1,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Marzo,4.0,Viernes,Toyota,Urbano,Monday,Mar,4.0,Masculino,Soltero,49.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9939,4,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Marzo,3.0,Viernes,Mazda,Urbano,Tuesday,Mar,4.0,Masculino,Casado,71.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9940,1,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Julio,2.0,Martes,Mazda,Urbano,Tuesday,Aug,4.0,Masculino,Casado,64.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9941,7,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995.0,All Perils
Julio,5.0,Viernes,Pontiac,Urbano,Friday,Aug,1.0,Masculino,Casado,40.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9943,8,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Noviembre,1.0,Sábado,Ford,Urbano,Wednesday,Nov,2.0,Masculino,Casado,30.0,Third Party,Sedan - All Perils,Sedan,40000 to 59000,1,9946,5,500,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,2 to 3 years,1 vehicle,1995.0,All Perils
Abril,2.0,Domingo,Mazda,Urbano,Monday,Sep,3.0,Masculino,Casado,42.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9950,13,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Marzo,3.0,Jueves,Saab,Rural,Wednesday,Mar,4.0,Masculino,Soltero,44.0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,9951,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Marzo,1.0,Sábado,Pontiac,Urbano,Monday,Mar,2.0,Masculino,Casado,29.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9957,9,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Liability
Diciembre,1.0,Sábado,Toyota,Rural,Monday,Dec,2.0,Femenino,Casado,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9963,4,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Mayo,5.0,Viernes,Chevrolet,Urbano,Wednesday,Jan,1.0,Masculino,Soltero,24.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9966,1,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995.0,Collision
Julio,4.0,Lunes,Pontiac,Urbano,Tuesday,Jul,4.0,Masculino,Casado,54.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9968,3,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Liability
Septiembre,2.0,Jueves,Toyota,Urbano,Tuesday,Sep,2.0,Femenino,Casado,35.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9969,11,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Octubre,2.0,Martes,Toyota,Urbano,Wednesday,Oct,2.0,Masculino,Divorced,49.0,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,9974,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Diciembre,2.0,Lunes,Toyota,Urbano,Monday,Dec,2.0,Femenino,Soltero,22.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9977,13,400,2,more than 30,more than 30,none,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Diciembre,4.0,Lunes,Pontiac,Urbano,Wednesday,Dec,4.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,9989,5,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Diciembre,4.0,Miércoles,Honda,Urbano,Wednesday,Dec,4.0,Masculino,Soltero,27.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9991,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Liability
Agosto,5.0,Jueves,Ford,Urbano,Friday,Sep,5.0,Masculino,Casado,53.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,9995,13,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Abril,3.0,Sábado,Pontiac,Rural,Thursday,Dec,4.0,Masculino,Casado,44.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10001,8,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Enero,1.0,Viernes,Mazda,Urbano,Monday,Jan,4.0,Masculino,Soltero,27.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10003,5,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Septiembre,4.0,Martes,Pontiac,Urbano,Tuesday,Sep,4.0,Femenino,Soltero,27.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10009,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Octubre,1.0,Sábado,Toyota,Urbano,Thursday,Oct,1.0,Masculino,Casado,54.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10024,12,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Noviembre,1.0,Domingo,Chevrolet,Urbano,Wednesday,Nov,2.0,Masculino,Casado,54.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10025,16,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Enero,3.0,Lunes,Mazda,Urbano,Wednesday,Jan,3.0,Masculino,Soltero,26.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10027,3,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Collision
Enero,3.0,Lunes,Pontiac,Urbano,Monday,Jan,3.0,Masculino,Casado,39.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10028,1,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Diciembre,3.0,Martes,Toyota,Urbano,Monday,Jan,3.0,Masculino,Casado,30.0,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10043,9,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,Sí,No,External,1 to 2,no change,1 vehicle,1995.0,All Perils
Junio,4.0,Sábado,Honda,Urbano,Monday,Jun,4.0,Masculino,Casado,30.0,Third Party,Sport - Collision,Sport,more than 69000,0,10045,11,700,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Julio,2.0,Viernes,Toyota,Urbano,Monday,Jul,2.0,Masculino,Casado,74.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10047,11,400,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1995.0,Liability
Abril,5.0,Viernes,Honda,Urbano,Thursday,May,3.0,Masculino,Soltero,35.0,Policy Holder,Sport - Collision,Sport,more than 69000,0,10058,11,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Agosto,1.0,Miércoles,Mazda,Urbano,Thursday,Aug,1.0,Masculino,Casado,50.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10062,2,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995.0,Collision
Febrero,4.0,Domingo,Mazda,Urbano,Tuesday,May,4.0,Masculino,Casado,60.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10064,3,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995.0,Collision
Diciembre,2.0,Jueves,Toyota,Urbano,Monday,Dec,2.0,Masculino,Soltero,34.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,10066,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995.0,Liability
Abril,1.0,Domingo,Saab,Urbano,Tuesday,Apr,1.0,Femenino,Soltero,33.0,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,10068,11,400,3,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,All Perils
Junio,3.0,Lunes,Pontiac,Urbano,Thursday,Jun,4.0,Masculino,Soltero,26.0,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10069,15,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995.0,Collision
Junio,5.0,Jueves,Pontiac,Urbano,Tuesday,Jul,1.0,Masculino,Casado,70.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10071,14,400,3,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1995.0,Liability
Octubre,1.0,Jueves,Pontiac,Urbano,Tuesday,Oct,2.0,Masculino,Soltero,30.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10074,12,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Enero,4.0,Martes,Toyota,Urbano,Wednesday,Feb,1.0,Masculino,Casado,35.0,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,10091,15,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995.0,Collision
Enero,4.0,Martes,Honda,Urbano,Thursday,Jan,4.0,Femenino,Divorced,31.0,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10092,7,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,Sí,No,External,none,no change,1 vehicle,1995.0,Collision
Julio,4.0,Lunes,Chevrolet,Urbano,Wednesday,Jul,4.0,Masculino,Casado,39.0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,10104,7,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Enero,4.0,Jueves,Pontiac,Urbano,Thursday,Feb,1.0,Masculino,Soltero,51.0,Policy Holder,Utility - All Perils,Utility,more than 69000,0,10113,5,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995.0,All Perils
Octubre,4.0,Lunes,Pontiac,Urbano,Monday,Oct,4.0,Masculino,Soltero,31.0,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10116,10,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995.0,Liability
Julio,1.0,Sábado,Pontiac,Urbano,Wednesday,Jul,2.0,Masculino,Soltero,38.0,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10121,16,400,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1995.0,Liability
Diciembre,4.0,Martes,Toyota,Urbano,Wednesday,Feb,1.0,Femenino,Casado,45.0,Third Party,Sedan - All Perils,Sedan,less than 20000,0,10123,4,400,4,more than 30,more than 30,none,4 years,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,1995.0,All Perils
